direction,entry_time,entry_price,sl,tp,exit_time,exit_price,pnl,result
SELL,2025-12-24 16:00:00,4485.24,4495.523384230952,4479.755528410159,2025-12-24 16:30:00,4479.755528410159,5.484471589840723,WIN
SELL,2025-12-24 16:45:00,4464.62,4477.613028482289,4457.690384809445,2025-12-24 17:30:00,4457.690384809445,6.929615190554614,WIN
BUY,2025-12-26 13:45:00,4509.62,4498.871828843899,4515.352357949921,2025-12-26 15:15:00,4515.352357949921,5.732357949920697,WIN
BUY,2025-12-26 20:30:00,4529.32,4514.394700344217,4537.280159816417,2025-12-29 01:00:00,4537.280159816417,7.960159816417217,WIN
BUY,2025-12-29 01:15:00,4535.97,4521.512531168108,4543.680650043676,2025-12-29 02:00:00,4521.512531168108,-14.457468831892584,LOSS
SELL,2025-12-29 03:30:00,4501.3,4523.690929958068,4489.35817068903,2025-12-29 08:15:00,4489.35817068903,11.941829310970206,WIN
SELL,2025-12-29 15:15:00,4451.48,4467.667935754715,4442.846434264152,2025-12-29 15:30:00,4442.846434264152,8.633565735847696,WIN
SELL,2025-12-30 01:15:00,4333.53,4350.290592002555,4324.591017598637,2025-12-30 02:15:00,4350.290592002555,-16.760592002555313,LOSS
SELL,2025-12-30 02:45:00,4339.62,4354.9814590405385,4331.427221845046,2025-12-30 03:00:00,4331.427221845046,8.192778154953885,WIN
SELL,2025-12-30 10:30:00,4359.14,4373.917699197018,4351.258560428258,2025-12-30 11:15:00,4373.917699197018,-14.777699197017682,LOSS
BUY,2025-12-30 15:45:00,4388.21,4374.396010588984,4395.577461019208,2025-12-30 16:30:00,4374.396010588984,-13.813989411016337,LOSS
BUY,2025-12-30 18:45:00,4377.55,4360.707256184345,4386.532796701683,2025-12-30 21:30:00,4360.707256184345,-16.842743815655012,LOSS
SELL,2025-12-31 04:45:00,4348.65,4365.790060898627,4339.5086341873985,2025-12-31 06:45:00,4339.5086341873985,9.14136581260118,WIN
SELL,2025-12-31 09:45:00,4330.89,4350.328806547192,4320.522636508165,2025-12-31 10:00:00,4320.522636508165,10.367363491835022,WIN
SELL,2025-12-31 10:15:00,4326.03,4344.611062788139,4316.1200998463255,2025-12-31 10:45:00,4316.1200998463255,9.909900153674243,WIN
SELL,2025-12-31 11:45:00,4325.54,4344.434142480408,4315.463124010449,2025-12-31 12:30:00,4315.463124010449,10.0768759895509,WIN
SELL,2025-12-31 14:45:00,4313.5,4328.6275558890275,4305.431970192519,2025-12-31 15:15:00,4328.6275558890275,-15.127555889027462,LOSS
SELL,2025-12-31 18:00:00,4323.83,4342.084414101165,4314.0943124793785,2026-01-02 08:00:00,4342.084414101165,-18.25441410116491,LOSS
BUY,2026-01-02 14:45:00,4394.31,4383.373867661988,4400.142603913608,2026-01-02 15:00:00,4400.142603913608,5.832603913607272,WIN
SELL,2026-01-02 22:30:00,4326.69,4339.665859363223,4319.769541672947,2026-01-05 01:00:00,4339.665859363223,-12.975859363223208,LOSS
BUY,2026-01-05 16:00:00,4426.2,4412.590380237218,4433.458463873483,2026-01-05 16:45:00,4433.458463873483,7.258463873483379,WIN
BUY,2026-01-05 19:15:00,4445.78,4430.688843831009,4453.828616623461,2026-01-06 01:00:00,4453.828616623461,8.048616623461385,WIN
BUY,2026-01-06 13:30:00,4461.9,4451.304091152179,4467.5511513855035,2026-01-06 15:00:00,4467.5511513855035,5.651151385503908,WIN
BUY,2026-01-06 17:45:00,4478.3,4464.311570470129,4485.760495749265,2026-01-06 18:30:00,4485.760495749265,7.460495749264737,WIN
BUY,2026-01-06 22:00:00,4485.24,4474.297336792986,4491.07608704374,2026-01-06 22:45:00,4491.07608704374,5.836087043740008,WIN
BUY,2026-01-07 02:15:00,4490.89,4482.910721552209,4495.145615172156,2026-01-07 02:45:00,4482.910721552209,-7.97927844779133,LOSS
SELL,2026-01-07 11:15:00,4462.07,4473.405064474912,4456.024632280047,2026-01-07 13:15:00,4456.024632280047,6.045367719952992,WIN
SELL,2026-01-07 13:30:00,4450.42,4460.94687601783,4444.805666123824,2026-01-07 14:00:00,4444.805666123824,5.614333876175806,WIN
SELL,2026-01-07 16:00:00,4447.17,4460.745660661353,4439.929647647278,2026-01-07 16:30:00,4439.929647647278,7.240352352721857,WIN
SELL,2026-01-07 16:45:00,4445.06,4459.858171090742,4437.167642084938,2026-01-07 17:00:00,4437.167642084938,7.892357915062348,WIN
SELL,2026-01-07 17:45:00,4446.0,4462.1557205206855,4437.383615722301,2026-01-07 18:30:00,4462.1557205206855,-16.155720520685463,LOSS
SELL,2026-01-07 19:45:00,4451.75,4466.293412462504,4443.993513353331,2026-01-08 03:45:00,4443.993513353331,7.756486646669146,WIN
SELL,2026-01-08 08:45:00,4433.05,4444.996863631002,4426.678339396799,2026-01-08 10:00:00,4426.678339396799,6.371660603201235,WIN
SELL,2026-01-08 11:00:00,4430.76,4442.156965527045,4424.681618385576,2026-01-08 12:15:00,4424.681618385576,6.078381614423961,WIN
SELL,2026-01-08 13:00:00,4428.23,4438.628657528155,4422.684049318317,2026-01-08 13:45:00,4422.684049318317,5.5459506816823705,WIN
SELL,2026-01-08 15:00:00,4420.37,4431.940213672484,4414.199219374675,2026-01-08 15:15:00,4431.940213672484,-11.570213672483987,LOSS
SELL,2026-01-08 15:45:00,4423.64,4436.591032958619,4416.732782422071,2026-01-08 16:45:00,4436.591032958619,-12.95103295861827,LOSS
BUY,2026-01-08 20:30:00,4451.98,4439.095740363881,4458.851605139263,2026-01-08 22:15:00,4458.851605139263,6.871605139263011,WIN
BUY,2026-01-09 02:30:00,4467.58,4458.112227892684,4472.629478457236,2026-01-09 03:00:00,4458.112227892684,-9.467772107315795,LOSS
BUY,2026-01-09 03:45:00,4468.77,4458.170578462394,4474.423024820057,2026-01-09 04:00:00,4474.423024820057,5.653024820056999,WIN
BUY,2026-01-09 10:15:00,4473.1,4464.953211082255,4477.444954089465,2026-01-09 10:45:00,4464.953211082255,-8.146788917745653,LOSS
BUY,2026-01-09 17:00:00,4496.35,4481.3221089366125,4504.364875233807,2026-01-09 17:15:00,4504.364875233807,8.014875233806379,WIN
BUY,2026-01-09 20:30:00,4502.14,4487.057411491358,4510.18404720461,2026-01-09 23:15:00,4510.18404720461,8.044047204609342,WIN
BUY,2026-01-12 06:45:00,4568.47,4555.354955452525,4575.46469042532,2026-01-12 07:30:00,4575.46469042532,6.9946904253201865,WIN
BUY,2026-01-12 13:30:00,4591.92,4581.141611338502,4597.668473952799,2026-01-12 14:00:00,4581.141611338502,-10.778388661497956,LOSS
BUY,2026-01-12 14:45:00,4590.34,4580.049263883178,4595.828392595638,2026-01-12 15:00:00,4595.828392595638,5.488392595638288,WIN
BUY,2026-01-12 15:15:00,4604.8,4593.12676324621,4611.025726268688,2026-01-12 15:30:00,4611.025726268688,6.2257262686880495,WIN
BUY,2026-01-12 16:30:00,4604.04,4587.724110175402,4612.741807906453,2026-01-12 17:00:00,4612.741807906453,8.701807906452814,WIN
BUY,2026-01-12 18:45:00,4616.75,4600.36507334625,4625.488627548667,2026-01-12 22:00:00,4600.36507334625,-16.38492665374997,LOSS
BUY,2026-01-13 01:45:00,4599.48,4585.046672138602,4607.177774859411,2026-01-13 02:30:00,4585.046672138602,-14.433327861397629,LOSS
SELL,2026-01-13 03:15:00,4581.55,4595.995674703773,4573.845640157988,2026-01-13 05:00:00,4595.995674703773,-14.445674703772966,LOSS
SELL,2026-01-13 11:15:00,4588.96,4599.773581564547,4583.192756498908,2026-01-13 12:00:00,4583.192756498908,5.767243501091798,WIN
SELL,2026-01-13 12:45:00,4586.21,4595.9363886397505,4581.022592725467,2026-01-13 14:15:00,4581.022592725467,5.187407274533143,WIN
BUY,2026-01-13 17:30:00,4614.64,4598.725673787417,4623.127640646711,2026-01-13 18:15:00,4598.725673787417,-15.914326212583546,LOSS
BUY,2026-01-13 18:30:00,4608.67,4591.567548652707,4617.791307385223,2026-01-13 19:45:00,4591.567548652707,-17.102451347293027,LOSS
BUY,2026-01-14 08:00:00,4633.26,4620.7158425908,4639.950217284907,2026-01-14 14:45:00,4639.950217284907,6.690217284906794,WIN
SELL,2026-01-14 18:30:00,4615.53,4629.815687331017,4607.91096675679,2026-01-14 19:15:00,4607.91096675679,7.619033243209742,WIN
BUY,2026-01-14 22:15:00,4634.18,4620.7591522010525,4641.337785492773,2026-01-14 23:30:00,4620.7591522010525,-13.420847798947761,LOSS
SELL,2026-01-15 01:15:00,4608.86,4623.231363331029,4601.195272890118,2026-01-15 03:15:00,4601.195272890118,7.664727109881824,WIN
SELL,2026-01-15 04:15:00,4610.89,4626.064892031418,4602.796724249911,2026-01-15 04:45:00,4602.796724249911,8.09327575008956,WIN
SELL,2026-01-15 09:45:00,4601.62,4614.870684440338,4594.552968298486,2026-01-15 12:15:00,4614.870684440338,-13.250684440337864,LOSS
BUY,2026-01-15 18:15:00,4611.36,4597.295783943725,4618.860915230013,2026-01-15 20:00:00,4618.860915230013,7.500915230013561,WIN
SELL,2026-01-16 03:45:00,4600.49,4610.058895980111,4595.3865888106075,2026-01-16 04:30:00,4595.3865888106075,5.103411189392318,WIN
SELL,2026-01-16 06:30:00,4599.73,4607.980182909331,4595.329902448356,2026-01-16 07:00:00,4595.329902448356,4.400097551643739,WIN
SELL,2026-01-16 08:30:00,4595.91,4605.818653460113,4590.625384821273,2026-01-16 09:00:00,4605.818653460113,-9.908653460112873,LOSS
SELL,2026-01-16 10:30:00,4602.06,4612.678654809761,4596.3967174347945,2026-01-16 13:30:00,4612.678654809761,-10.6186548097603,LOSS
SELL,2026-01-16 15:15:00,4587.15,4597.802442460545,4581.468697354376,2026-01-16 15:30:00,4597.802442460545,-10.65244246054499,LOSS
SELL,2026-01-16 16:15:00,4598.97,4610.99855552675,4592.554770385734,2026-01-16 16:30:00,4610.99855552675,-12.028555526750097,LOSS
SELL,2026-01-16 17:15:00,4565.12,4582.97393688566,4555.597900327648,2026-01-16 17:30:00,4555.597900327648,9.522099672351942,WIN
SELL,2026-01-16 18:45:00,4591.09,4612.673122039012,4579.579001579194,2026-01-16 19:15:00,4579.579001579194,11.510998420806573,WIN
SELL,2026-01-16 20:45:00,4582.48,4600.882017944846,4572.665590429415,2026-01-19 01:00:00,4600.882017944846,-18.402017944846193,LOSS
BUY,2026-01-19 10:00:00,4669.17,4657.752701913434,4675.2592256461685,2026-01-19 17:45:00,4675.2592256461685,6.0892256461684156,WIN
BUY,2026-01-19 19:30:00,4676.04,4669.081469457812,4679.751216289167,2026-01-19 20:15:00,4679.751216289167,3.7112162891671687,WIN
BUY,2026-01-20 03:00:00,4670.14,4661.677384888189,4674.6533947263,2026-01-20 03:30:00,4674.6533947263,4.513394726299339,WIN
BUY,2026-01-20 04:15:00,4671.96,4662.829468938334,4676.829616566222,2026-01-20 05:30:00,4676.829616566222,4.869616566222248,WIN
BUY,2026-01-20 14:45:00,4727.46,4718.58722979461,4732.192144109542,2026-01-20 15:15:00,4718.58722979461,-8.872770205390225,LOSS
BUY,2026-01-20 15:30:00,4729.6,4719.247047689052,4735.121574565839,2026-01-20 15:45:00,4735.121574565839,5.521574565838819,WIN
BUY,2026-01-20 16:45:00,4741.07,4727.553866037237,4748.27860478014,2026-01-20 17:00:00,4748.27860478014,7.2086047801403765,WIN
BUY,2026-01-20 17:30:00,4732.7,4717.343722187977,4740.890014833079,2026-01-20 18:00:00,4740.890014833079,8.190014833078749,WIN
BUY,2026-01-20 18:15:00,4741.0,4725.331309273683,4749.356635054036,2026-01-20 18:45:00,4749.356635054036,8.356635054035905,WIN
BUY,2026-01-20 22:45:00,4756.54,4744.264603374309,4763.086878200368,2026-01-20 23:45:00,4763.086878200368,6.546878200368155,WIN
BUY,2026-01-21 09:15:00,4849.24,4828.151428290559,4860.487238245035,2026-01-21 10:00:00,4860.487238245035,11.247238245035078,WIN
BUY,2026-01-21 11:00:00,4859.74,4840.771976182192,4869.856279369497,2026-01-21 11:15:00,4869.856279369497,10.116279369497533,WIN
BUY,2026-01-21 14:00:00,4862.07,4847.459360749375,4869.862340933666,2026-01-21 14:30:00,4869.862340933666,7.79234093366631,WIN
BUY,2026-01-21 15:00:00,4869.05,4854.289672333479,4876.922174755478,2026-01-21 15:30:00,4876.922174755478,7.872174755478227,WIN
SELL,2026-01-21 21:15:00,4815.77,4842.327521707782,4801.605988422517,2026-01-21 21:30:00,4801.605988422517,14.164011577483507,WIN
SELL,2026-01-22 01:00:00,4814.69,4843.016460511127,4799.5825543940655,2026-01-22 01:15:00,4799.5825543940655,15.107445605934117,WIN
SELL,2026-01-22 03:30:00,4803.01,4830.081835034692,4788.571687981498,2026-01-22 04:00:00,4788.571687981498,14.438312018502074,WIN
SELL,2026-01-22 06:15:00,4796.07,4814.471876557544,4786.255665835976,2026-01-22 07:45:00,4814.471876557544,-18.40187655754471,LOSS
BUY,2026-01-22 11:45:00,4822.96,4809.405882585125,4830.188862621267,2026-01-22 12:45:00,4830.188862621267,7.228862621266671,WIN
BUY,2026-01-23 05:30:00,4949.65,4933.040149071501,4958.508587161866,2026-01-23 07:15:00,4958.508587161866,8.858587161866126,WIN
BUY,2026-01-23 08:15:00,4952.64,4939.787542768958,4959.494643856556,2026-01-23 09:15:00,4959.494643856556,6.854643856555413,WIN
BUY,2026-01-23 15:45:00,4938.91,4923.142646414664,4947.319255245512,2026-01-23 16:00:00,4947.319255245512,8.409255245512213,WIN
BUY,2026-01-23 16:45:00,4943.13,4926.5368699044475,4951.9796693842945,2026-01-23 17:00:00,4951.9796693842945,8.84966938429443,WIN
BUY,2026-01-23 20:00:00,4980.62,4962.0978099363665,4990.498501367271,2026-01-23 20:45:00,4962.0978099363665,-18.52219006363339,LOSS
BUY,2026-01-23 21:00:00,4973.87,4955.6215536389145,4983.602504725912,2026-01-23 21:45:00,4983.602504725912,9.732504725911895,WIN
BUY,2026-01-26 07:15:00,5065.35,5046.510337082427,5075.397820222706,2026-01-26 07:45:00,5075.397820222706,10.047820222705923,WIN
BUY,2026-01-26 08:00:00,5069.16,5049.2863959803535,5079.7592554771445,2026-01-26 08:30:00,5079.7592554771445,10.599255477144652,WIN
BUY,2026-01-26 11:00:00,5091.07,5072.719450151382,5100.856959919262,2026-01-26 15:00:00,5072.719450151382,-18.350549848617447,LOSS
BUY,2026-01-26 16:30:00,5081.69,5063.326938222646,5091.483632947921,2026-01-26 16:45:00,5091.483632947921,9.793632947921651,WIN
BUY,2026-01-26 17:00:00,5095.34,5076.6223344878945,5105.32275493979,2026-01-26 17:30:00,5076.6223344878945,-18.71766551210567,LOSS
BUY,2026-01-26 17:45:00,5090.79,5070.955358553172,5101.368475438308,2026-01-26 18:00:00,5101.368475438308,10.578475438308487,WIN
BUY,2026-01-26 18:45:00,5089.32,5066.552371033869,5101.462735448602,2026-01-26 19:30:00,5101.462735448602,12.142735448602252,WIN
SELL,2026-01-27 01:45:00,5043.55,5074.669449604663,5026.952960210847,2026-01-27 02:45:00,5026.952960210847,16.597039789153314,WIN
SELL,2026-01-27 16:45:00,5054.51,5075.715418642748,5043.200443390535,2026-01-27 17:15:00,5075.715418642748,-21.205418642747645,LOSS
BUY,2026-01-28 11:45:00,5278.04,5256.961580224224,5289.281823880414,2026-01-28 13:00:00,5256.961580224224,-21.07841977577573,LOSS
BUY,2026-01-28 14:30:00,5269.44,5249.585608140319,5280.029008991829,2026-01-28 15:00:00,5280.029008991829,10.58900899182936,WIN
BUY,2026-01-28 15:15:00,5280.94,5260.383994564242,5291.9032028990705,2026-01-28 15:30:00,5260.383994564242,-20.55600543575747,LOSS
BUY,2026-01-28 16:30:00,5278.99,5254.912846188979,5291.831148699212,2026-01-28 17:00:00,5254.912846188979,-24.077153811021162,LOSS
BUY,2026-01-28 17:15:00,5269.32,5238.929489095184,5285.528272482568,2026-01-28 18:00:00,5285.528272482568,16.208272482568646,WIN
BUY,2026-01-29 07:30:00,5549.5,5509.419325638652,5570.876359659385,2026-01-29 08:00:00,5570.876359659385,21.376359659385344,WIN
BUY,2026-01-29 09:30:00,5548.81,5513.036064378842,5567.889432331285,2026-01-29 10:30:00,5513.036064378842,-35.77393562115867,LOSS
BUY,2026-01-29 13:45:00,5522.46,5489.739942385469,5539.910697394417,2026-01-29 14:15:00,5539.910697394417,17.450697394417148,WIN
BUY,2026-01-29 15:30:00,5525.9,5493.823364037529,5543.007539179984,2026-01-29 16:15:00,5543.007539179984,17.107539179984087,WIN
SELL,2026-01-29 19:45:00,5334.99,5423.844531355213,5287.600916610553,2026-01-29 22:00:00,5287.600916610553,47.38908338944657,WIN
SELL,2026-01-30 03:00:00,5310.29,5375.402005705687,5275.563596956967,2026-01-30 04:00:00,5275.563596956967,34.726403043033315,WIN
SELL,2026-01-30 14:30:00,5113.67,5180.028749941126,5078.278666698066,2026-01-30 14:45:00,5078.278666698066,35.39133330193363,WIN
SELL,2026-01-30 15:00:00,5075.17,5143.164917041073,5038.906044244762,2026-01-30 15:15:00,5038.906044244762,36.263955755238385,WIN
SELL,2026-01-30 16:30:00,5081.03,5151.905640067077,5043.229658630892,2026-01-30 16:45:00,5043.229658630892,37.80034136910763,WIN
SELL,2026-01-30 17:00:00,5027.68,5104.053970261919,4986.94721586031,2026-01-30 18:30:00,4986.94721586031,40.73278413969001,WIN
SELL,2026-01-30 22:00:00,4899.78,4994.650207815171,4849.182555831909,2026-01-30 22:30:00,4849.182555831909,50.59744416809099,WIN
SELL,2026-02-02 02:30:00,4803.87,4901.331394157706,4751.890589782557,2026-02-02 03:00:00,4751.890589782557,51.97941021744282,WIN
BUY,2026-02-02 15:15:00,4739.6,4667.724449791491,4777.933626777873,2026-02-02 16:30:00,4777.933626777873,38.33362677787227,WIN
BUY,2026-02-03 04:45:00,4783.77,4725.432799813681,4814.883173432704,2026-02-03 06:00:00,4814.883173432704,31.11317343270366,WIN
BUY,2026-02-03 11:45:00,4916.0,4877.744216904768,4936.403084317457,2026-02-03 15:15:00,4936.403084317457,20.403084317456887,WIN
BUY,2026-02-03 17:45:00,4935.15,4898.305022676377,4954.800654572598,2026-02-03 18:15:00,4954.800654572598,19.650654572598796,WIN
BUY,2026-02-03 19:15:00,4948.33,4907.647473337605,4970.027347553277,2026-02-03 19:45:00,4907.647473337605,-40.682526662394594,LOSS
BUY,2026-02-03 20:00:00,4943.03,4898.792807552011,4966.623169305593,2026-02-03 20:30:00,4898.792807552011,-44.23719244798849,LOSS
BUY,2026-02-03 21:15:00,4930.3,4885.585209361072,4954.147888340762,2026-02-03 22:30:00,4954.147888340762,23.84788834076153,WIN
BUY,2026-02-04 08:30:00,5070.67,5041.93950110657,5085.992932743163,2026-02-04 09:15:00,5085.992932743163,15.32293274316271,WIN
BUY,2026-02-04 14:30:00,5055.72,5029.561143031701,5069.671390383093,2026-02-04 15:00:00,5029.561143031701,-26.158856968299006,LOSS
BUY,2026-02-04 15:45:00,5053.8,5024.230366002019,5069.57047146559,2026-02-04 16:30:00,5024.230366002019,-29.569633997981327,LOSS
SELL,2026-02-04 21:15:00,4933.76,4982.584152480852,4907.720452010212,2026-02-05 01:00:00,4982.584152480852,-48.82415248085181,LOSS
SELL,2026-02-05 03:15:00,4951.79,4989.565381779241,4931.643129717738,2026-02-05 04:00:00,4931.643129717738,20.14687028226217,WIN
SELL,2026-02-05 10:45:00,4911.76,4954.717705874406,4888.849223533651,2026-02-05 11:00:00,4888.849223533651,22.91077646634949,WIN
SELL,2026-02-05 11:15:00,4873.67,4919.32595557538,4849.320157026464,2026-02-05 12:15:00,4849.320157026464,24.349842973536397,WIN
SELL,2026-02-05 13:30:00,4872.03,4911.999522163212,4850.7129215129535,2026-02-05 14:00:00,4850.7129215129535,21.317078487046274,WIN
SELL,2026-02-05 15:45:00,4835.22,4882.375155585719,4810.070583687617,2026-02-05 16:15:00,4810.070583687617,25.149416312383437,WIN
SELL,2026-02-05 16:45:00,4845.85,4895.974806426586,4819.1167699058215,2026-02-05 17:15:00,4819.1167699058215,26.733230094178907,WIN
SELL,2026-02-05 20:45:00,4858.05,4900.363825406831,4835.4826264496905,2026-02-05 21:30:00,4835.4826264496905,22.56737355030964,WIN
BUY,2026-02-06 09:00:00,4849.11,4806.344899992234,4871.918053337475,2026-02-06 10:15:00,4871.918053337475,22.80805333747503,WIN
BUY,2026-02-06 16:30:00,4932.27,4896.52207164815,4951.335561787654,2026-02-06 17:00:00,4951.335561787654,19.065561787653678,WIN
